canonical_year,proposed_episode_number,canonical_date,date_source,reported_episode_number,title,status,rss_episode_id,master_audio_source,master_source_reference,preferred_local_file,master_relative_path,metadata_flags,review_flags
2013,7,2013-02-15,rss,,"February 11, 2013 Podcast",rss-only,february-11-2013-podcast-264aa5df7a,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/02/20130211.mp3,,Master/2013/02/2013-02-15__S2013E007__february-11-2013-podcast.mp3,,
2013,8,2013-02-19,file-modified-year+filename+year-folder,,,local-only,,local,2013/20130219.mp3,2013/20130219.mp3,Master/2013/02/2013-02-19__S2013E008__episode.mp3,Title missing from embedded metadata,
2013,9,2013-03-21,rss,,"February 25, 2013 Podcast",confirmed,february-25-2013-podcast-fbbe47e810,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/remastered/2013/03/20130226.mp3,2013/20130226.mp3,Master/2013/03/2013-03-21__S2013E009__february-25-2013-podcast.mp3,,
2013,10,2013-03-21,rss,,"March 11, 2013 Podcast",confirmed,march-11-2013-podcast-37d73e6f42,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/03/20130311.mp3,2013/20130311.mp3,Master/2013/03/2013-03-21__S2013E010__march-11-2013-podcast.mp3,,
2013,11,2013-03-21,rss,,"March 18, 2013 Podcast",confirmed,march-18-2013-podcast-0dad64cf0b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/03/20130318.mp3,2013/20130318.mp3,Master/2013/03/2013-03-21__S2013E011__march-18-2013-podcast.mp3,,
2013,12,2013-03-26,rss,,"March 25, 2013 Podcast",confirmed,march-25-2013-podcast-053a7715e9,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/03/20130325.mp3,2013/20130325.mp3,Master/2013/03/2013-03-26__S2013E012__march-25-2013-podcast.mp3,,
2013,13,2013-04-02,rss,,,confirmed,live-from-the-path-04-01-2013-1ef433d7e9,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/04/20130401P.mp3,2013/20130401P.mp3,Master/2013/04/2013-04-02__S2013E013__episode.mp3,,
2013,14,2013-04-15,file-modified-year+filename+year-folder,,,local-only,,local,2013/Live From The Path - 4 15 2013 (2016_10_07 00_26_59 UTC).mp3,2013/Live From The Path - 4 15 2013 (2016_10_07 00_26_59 UTC).mp3,Master/2013/04/2013-04-15__S2013E014__episode.mp3,Title missing from embedded metadata,
2013,15,2013-04-16,rss,,"April 15, 2013 Podcast",confirmed,april-15-2013-podcast-048ac13448,local-recovery,2014/20140623 (2016_10_07 00_26_59 UTC).mp3,2014/20140623 (2016_10_07 00_26_59 UTC).mp3,Master/2013/04/2013-04-16__S2013E015__april-15-2013-podcast.mp3,,
2013,16,2013-05-03,rss,,"April 29, 2013 Podcast",confirmed,april-29-2013-podcast-c6cb7b11b5,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/05/20130429.mp3,2013/20130429 (2016_10_07 00_26_59 UTC).mp3,Master/2013/05/2013-05-03__S2013E016__april-29-2013-podcast.mp3,,
2013,17,2013-05-07,rss,,Special Interview – Silversyde,confirmed,special-interview-silversyde-bae3b810cb,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/05/20130506-Silversyde.mp3,2013/20130506 - Silversyde.mp3,Master/2013/05/2013-05-07__S2013E017__special-interview-silversyde.mp3,,
2013,18,2013-05-09,rss,,"May 6, 2013 Podcast",confirmed,may-6-2013-podcast-1987af4c5b,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/05/20130506.mp3,2013/20130506.mp3,Master/2013/05/2013-05-09__S2013E018__may-6-2013-podcast.mp3,,
2013,19,2013-05-10,file-modified-year+filename+year-folder,,,local-only,,local,2013/20130510KTIA.mp3,2013/20130510KTIA.mp3,Master/2013/05/2013-05-10__S2013E019__episode.mp3,Title missing from embedded metadata,
2013,20,2013-05-13,embedded-title+file-modified-year+filename+year-folder,,"May 13, 2013 Podcast",local-only,,local,2013/20130513 (2016_10_07 00_26_59 UTC).mp3,2013/20130513 (2016_10_07 00_26_59 UTC).mp3,Master/2013/05/2013-05-13__S2013E020__may-13-2013-podcast.mp3,,
2013,21,2013-05-17,rss,,"May 13, 2013 Podcast",rss-only,may-13-2013-podcast-04ae8babe7,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/05/20130513.mp3,,Master/2013/05/2013-05-17__S2013E021__may-13-2013-podcast.mp3,,
2013,22,2013-05-21,rss,,"May 20, 2013 Podcast",confirmed,may-20-2013-podcast-dd0b4b51e6,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/05/20130520.mp3,2013/20130520.mp3,Master/2013/05/2013-05-21__S2013E022__may-20-2013-podcast.mp3,,
2013,23,2013-05-28,rss,,"May 27, 2013 Podcast",confirmed,may-27-2013-podcast-97dbf763ac,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/05/20130527.mp3,2013/20130527.mp3,Master/2013/05/2013-05-28__S2013E023__may-27-2013-podcast.mp3,,
2013,24,2013-06-10,embedded-title+file-modified-year+filename+year-folder,,"June 10, 2013 Podcast",local-only,,local,2013/20130610 (2016_10_07 00_26_59 UTC).mp3,2013/20130610 (2016_10_07 00_26_59 UTC).mp3,Master/2013/06/2013-06-10__S2013E024__june-10-2013-podcast.mp3,,
2013,25,2013-06-13,rss,,"June 10, 2013 Podcast",rss-only,june-10-2013-podcast-71ca3f89b6,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/06/20130610.mp3,,Master/2013/06/2013-06-13__S2013E025__june-10-2013-podcast.mp3,,
2013,26,2013-06-18,rss,,"June 17, 2013 Podcast",confirmed,june-17-2013-podcast-2f71c49deb,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/06/20130617.mp3,2013/20130617.mp3,Master/2013/06/2013-06-18__S2013E026__june-17-2013-podcast.mp3,,
2013,27,2013-06-25,rss,,"June 24, 2013 Podcast",confirmed,june-24-2013-podcast-38e27fca51,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/06/20130624.mp3,2013/20130624.mp3,Master/2013/06/2013-06-25__S2013E027__june-24-2013-podcast.mp3,,
2013,28,2013-07-03,rss,,"July 1, 2013 Podcast",confirmed,july-1-2013-podcast-001fd5fd3d,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/07/20130701.mp3,2013/20130701 (2016_10_07 00_26_59 UTC).mp3,Master/2013/07/2013-07-03__S2013E028__july-1-2013-podcast.mp3,,
2013,29,2013-07-09,rss,,"July 8, 2013 Podcast",confirmed,july-8-2013-podcast-b780bca41a,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/07/20130708.mp3,2013/20130708.mp3,Master/2013/07/2013-07-09__S2013E029__july-8-2013-podcast.mp3,,
2013,30,2013-07-16,rss,,"July 15, 2013 Podcast",confirmed,july-15-2013-podcast-d653c75c3f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/07/20130715.mp3,,Master/2013/07/2013-07-16__S2013E030__july-15-2013-podcast.mp3,,
2013,31,2013-07-23,rss,,"July 22, 2013 Podcast",confirmed,july-22-2013-podcast-c1d3828804,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/07/20130722.mp3,2013/20130722 (2016_10_07 00_26_59 UTC).mp3,Master/2013/07/2013-07-23__S2013E031__july-22-2013-podcast.mp3,,
2013,32,2013-07-30,rss,,"July 29, 2013 Podcast",confirmed,july-29-2013-podcast-6a93834a3b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/07/20130729.mp3,2013/20130729.mp3,Master/2013/07/2013-07-30__S2013E032__july-29-2013-podcast.mp3,,
2013,33,2013-08-04,embedded-title+file-modified-year+filename+year-folder,,"August 4, 2013 Podcast",local-only,,local,2013/20130804 (2016_10_07 00_26_59 UTC).mp3,2013/20130804 (2016_10_07 00_26_59 UTC).mp3,Master/2013/08/2013-08-04__S2013E033__august-4-2013-podcast.mp3,,
2013,34,2013-08-08,rss,,"August 4, 2013 Podcast",rss-only,august-4-2013-podcast-4779ab910d,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/08/20130804.mp3,,Master/2013/08/2013-08-08__S2013E034__august-4-2013-podcast.mp3,,
2013,35,2013-08-14,rss,,"August 12, 2013 Podcast",confirmed,august-12-2013-podcast-cf0d4b2e71,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/08/20130812.mp3,2013/20130812.mp3,Master/2013/08/2013-08-14__S2013E035__august-12-2013-podcast.mp3,,
2013,36,2013-08-31,rss,,"August 26, 2013 Podcast",confirmed,august-26-2013-podcast-73b17bef86,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/08/20130827.mp3,2013/20130827 (2016_10_07 00_26_59 UTC).mp3,Master/2013/08/2013-08-31__S2013E036__august-26-2013-podcast.mp3,,
2013,37,2013-09-09,file-modified-year+filename+year-folder,,"April 15, 2013 Podcast",local-only,,local,2013/20130909 (2016_10_07 00_26_59 UTC).mp3,2013/20130909 (2016_10_07 00_26_59 UTC).mp3,Master/2013/09/2013-09-09__S2013E037__april-15-2013-podcast.mp3,,
2013,38,2013-09-12,rss,,"September 9, 2013 Podcast",rss-only,september-9-2013-podcast-0ccc9a8df3,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/09/20130909.mp3,,Master/2013/09/2013-09-12__S2013E038__september-9-2013-podcast.mp3,,
2013,39,2013-09-18,rss,,"September 16, 2013 Podcast",confirmed,september-16-2013-podcast-528660bd40,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/09/20130916.mp3,2013/20130916 (2016_10_07 00_26_59 UTC).mp3,Master/2013/09/2013-09-18__S2013E039__september-16-2013-podcast.mp3,,
2013,40,2013-09-23,file-modified-year+filename+year-folder,,,local-only,,local,2013/20130923 (2016_10_07 00_26_59 UTC).mp3,2013/20130923 (2016_10_07 00_26_59 UTC).mp3,Master/2013/09/2013-09-23__S2013E040__episode.mp3,Title missing from embedded metadata,
2013,41,2013-09-26,rss,,"September 23, 2013 Podcast",rss-only,september-23-2013-podcast-1d88ecff4f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/09/20130923.mp3,,Master/2013/09/2013-09-26__S2013E041__september-23-2013-podcast.mp3,,
2013,42,2013-10-01,rss,,"September 30, 2013 Podcast",confirmed,september-30-2013-podcast-8c869f5c35,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/10/20130930.mp3,2013/20130930 (2016_10_07 00_26_59 UTC).mp3,Master/2013/10/2013-10-01__S2013E042__september-30-2013-podcast.mp3,,
2013,43,2013-10-08,rss,,"October 7, 2013 Podcast",confirmed,october-7-2013-podcast-fafda2301e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/10/20131007.mp3,2013/20131007.mp3,Master/2013/10/2013-10-08__S2013E043__october-7-2013-podcast.mp3,,
2013,44,2013-10-15,rss,,"October 14, 2013 Podcast",confirmed,october-14-2013-podcast-27afa6ca61,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/10/20131014.mp3,2013/20131014.mp3,Master/2013/10/2013-10-15__S2013E044__october-14-2013-podcast.mp3,,
2013,45,2013-10-21,file-modified-year+filename+year-folder,,,local-only,,local,2013/20131021 (2016_10_07 00_26_59 UTC).mp3,2013/20131021 (2016_10_07 00_26_59 UTC).mp3,Master/2013/10/2013-10-21__S2013E045__episode.mp3,Title missing from embedded metadata,
2013,46,2013-10-21,embedded-title+file-modified-year+filename+year-folder,,"October 21, 2013 Podcast",local-only,,local,2013/20131021P (2016_10_07 00_26_59 UTC).mp3,2013/20131021P (2016_10_07 00_26_59 UTC).mp3,Master/2013/10/2013-10-21__S2013E046__october-21-2013-podcast.mp3,,
2013,47,2013-10-26,rss,,"October 21, 2013 Podcast",rss-only,october-21-2013-podcast-b91eca7d84,rss,https://dts.podtrac.com/redirect.mp3/media.livefromthepath.org/wp-content/uploads/remastered/2013/10/20131021P.mp3,,Master/2013/10/2013-10-26__S2013E047__october-21-2013-podcast.mp3,,
2013,48,2013-10-29,rss,,"October 28, 2013 Podcast",confirmed,october-28-2013-podcast-08a0459303,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/10/20131028.mp3,2013/20131028.mp3,Master/2013/10/2013-10-29__S2013E048__october-28-2013-podcast.mp3,,
2013,49,2013-11-05,rss,,"November 4, 2013 Podcast",confirmed,november-4-2013-podcast-7d1fb788c0,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/11/20131104.mp3,2013/20131104.mp3,Master/2013/11/2013-11-05__S2013E049__november-4-2013-podcast.mp3,,
2013,50,2013-11-12,rss,,"November 11, 2013 Podcast",confirmed,november-11-2013-podcast-020c764497,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/11/20131111.mp3,2013/20131111.mp3,Master/2013/11/2013-11-12__S2013E050__november-11-2013-podcast.mp3,,
2013,51,2013-11-26,rss,,"November 25, 2013 Podcast",confirmed,november-25-2013-podcast-6f841e5e3d,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/11/20131125.mp3,2013/20131125.mp3,Master/2013/11/2013-11-26__S2013E051__november-25-2013-podcast.mp3,,
2013,52,2013-12-06,rss,,"December 02, 2013 Podcast",confirmed,december-02-2013-podcast-4ce36a71e4,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/12/20131202.mp3,2013/20131202.mp3,Master/2013/12/2013-12-06__S2013E052__december-02-2013-podcast.mp3,,
2013,53,2013-12-20,rss,,"December 16, 2013 Podcast",confirmed,december-16-2013-podcast-f228fbd46e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/12/201312163.mp3,2013/20131216 (2016_10_07 00_26_59 UTC).mp3,Master/2013/12/2013-12-20__S2013E053__december-16-2013-podcast.mp3,,
2013,54,2013-12-24,rss,,"December 23, 2013 Podcast",confirmed,december-23-2013-podcast-624ea205ac,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/12/20131223.mp3,2013/20131223.mp3,Master/2013/12/2013-12-24__S2013E054__december-23-2013-podcast.mp3,,
2013,55,2013-12-31,rss,,"December 30, 2013 Podcast",confirmed,december-30-2013-podcast-41faee121b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2013/12/20131230.mp3,2013/20131230.mp3,Master/2013/12/2013-12-31__S2013E055__december-30-2013-podcast.mp3,,
2013,56,,unresolved,,,confirmed,,local,2013/PodcastDivert.mp3,2013/PodcastDivert.mp3,Master/2013/00-unknown-date/2013-00-00__S2013E056__episode.mp3,Title missing from embedded metadata,Exact episode date unresolved
2014,1,2014-01-07,rss,,"January 6, 2014 Podcast",confirmed,january-6-2014-podcast-0d27c1d40f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/01/20140106.mp3,2014/20140106 (2016_10_07 00_26_59 UTC).mp3,Master/2014/01/2014-01-07__S2014E001__january-6-2014-podcast.mp3,,
2014,2,2014-01-21,rss,,"January 20, 2014 Podcast",confirmed,january-20-2014-podcast-7ef1d9173b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/01/20140120.mp3,2014/20140120.mp3,Master/2014/01/2014-01-21__S2014E002__january-20-2014-podcast.mp3,,
2014,3,2014-01-28,rss,,"January 27, 2014 Podcast",confirmed,january-27-2014-podcast-ff70650899,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/01/20140127.mp3,2014/20140127.mp3,Master/2014/01/2014-01-28__S2014E003__january-27-2014-podcast.mp3,,
2014,4,2014-02-03,file-modified-year+filename+year-folder,,,local-only,,local,2014/20140203 (2016_10_07 00_26_59 UTC).mp3,2014/20140203 (2016_10_07 00_26_59 UTC).mp3,Master/2014/02/2014-02-03__S2014E004__episode.mp3,,
2014,5,2014-02-06,rss,,"February 3, 2014 Podcast",rss-only,february-3-2014-podcast-efdb05465d,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/02/20140203.mp3,,Master/2014/02/2014-02-06__S2014E005__february-3-2014-podcast.mp3,,
2014,6,2014-02-16,rss,,"February 10, 2014 Podcast",confirmed,february-10-2014-podcast-8183b25a26,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/02/20140210.mp3,2014/20140210.mp3,Master/2014/02/2014-02-16__S2014E006__february-10-2014-podcast.mp3,,
2014,7,2014-02-23,rss,,"February 17, 2014 Podcast",confirmed,february-17-2014-podcast-3ef35a9375,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/02/20140217.mp3,2014/20140217.mp3,Master/2014/02/2014-02-23__S2014E007__february-17-2014-podcast.mp3,,
2014,8,2014-02-25,rss,,"February 24, 2014 Podcast",confirmed,february-24-2014-podcast-d564d1691b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/02/20140224.mp3,2014/20140224.mp3,Master/2014/02/2014-02-25__S2014E008__february-24-2014-podcast.mp3,,
2014,9,2014-03-04,rss,,"March 03, 2014 Podcast",confirmed,march-03-2014-podcast-d139bd64df,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/03/20140303.mp3,2014/20140303.mp3,Master/2014/03/2014-03-04__S2014E009__march-03-2014-podcast.mp3,,
2014,10,2014-03-18,rss,,"March 17, 2014 Podcast",confirmed,march-17-2014-podcast-a6afd91202,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/03/20140317.mp3,2014/20140317.mp3,Master/2014/03/2014-03-18__S2014E010__march-17-2014-podcast.mp3,,
2014,11,2014-03-25,rss,,"March 24, 2014 Podcast",confirmed,march-24-2014-podcast-53b14efc24,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/03/20140324.mp3,2014/20140324.mp3,Master/2014/03/2014-03-25__S2014E011__march-24-2014-podcast.mp3,,
2014,12,2014-04-01,rss,,"March 31, 2014 Podcast",confirmed,march-31-2014-podcast-ba69b29dc8,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/03/20140331.mp3,2014/20140331.mp3,Master/2014/04/2014-04-01__S2014E012__march-31-2014-podcast.mp3,,
2014,13,2014-04-08,rss,,"April 7, 2014 Podcast",confirmed,april-7-2014-podcast-08a3b9b2cd,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/04/20140407.mp3,2014/20140407.mp3,Master/2014/04/2014-04-08__S2014E013__april-7-2014-podcast.mp3,,
2014,14,2014-04-15,rss,,"April 14, 2014 Podcast",confirmed,april-14-2014-podcast-54123acf24,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/04/20140414.mp3,2014/20140414.mp3,Master/2014/04/2014-04-15__S2014E014__april-14-2014-podcast.mp3,,
2014,15,2014-04-21,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2014/20140421 (2016_10_07 00_26_59 UTC).mp3,2014/20140421 (2016_10_07 00_26_59 UTC).mp3,Master/2014/04/2014-04-21__S2014E015__episode.mp3,,
2014,16,2014-04-25,rss,,"April 21, 2014 Podcast",confirmed,april-21-2014-podcast-991262fcf7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/04/20140421.mp3,2014/20140421.mp3,Master/2014/04/2014-04-25__S2014E016__april-21-2014-podcast.mp3,,
2014,17,2014-04-29,rss,,"April 28, 2014 Podcast",confirmed,april-28-2014-podcast-066e29b90a,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/04/20140428.mp3,2014/20140428.mp3,Master/2014/04/2014-04-29__S2014E017__april-28-2014-podcast.mp3,,
2014,18,2014-05-06,rss,,"May 5, 2014 Podcast",confirmed,may-5-2014-podcast-d1cb26ec0c,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/05/20140505.mp3,2014/20140505.mp3,Master/2014/05/2014-05-06__S2014E018__may-5-2014-podcast.mp3,,
2014,19,2014-05-13,rss,,"May 12, 2014 Podcast",rss-only,may-12-2014-podcast-dce8f5b84d,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/05/20140512.mp3,,Master/2014/05/2014-05-13__S2014E019__may-12-2014-podcast.mp3,,
2014,20,2014-05-23,rss,,"May 19, 2014 Podcast",confirmed,may-19-2014-podcast-cc21a1b881,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/05/20140519.mp3,2014/20140519 (2016_10_07 00_26_59 UTC).mp3,Master/2014/05/2014-05-23__S2014E020__may-19-2014-podcast.mp3,,
2014,21,2014-05-27,rss,,"May 26, 2014 Podcast",confirmed,may-26-2014-podcast-cdf19b2648,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/05/20140526.mp3,2014/20140526.mp3,Master/2014/05/2014-05-27__S2014E021__may-26-2014-podcast.mp3,,
2014,22,2014-06-03,rss,,"June 2, 2014 Podcast w/ Jon Acuff",confirmed,june-2-2014-podcast-w-jon-acuff-1ba9413c8b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/06/20140602.mp3,2014/20140602.mp3,Master/2014/06/2014-06-03__S2014E022__june-2-2014-podcast-w-jon-acuff.mp3,,
2014,23,2014-06-10,rss,,"June 9, 2014 Podcast",confirmed,june-9-2014-podcast-23df1780ec,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/06/20140609.mp3,2014/20140609.mp3,Master/2014/06/2014-06-10__S2014E023__june-9-2014-podcast.mp3,,
2014,24,2014-06-17,rss,,"June 16, 2014 Podcast",confirmed,june-16-2014-podcast-00b9898349,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/06/20140616.mp3,2014/20140616.mp3,Master/2014/06/2014-06-17__S2014E024__june-16-2014-podcast.mp3,,
2014,25,2014-06-27,rss,,"June 23, 2014 Podcast",rss-only,june-23-2014-podcast-152e40fce5,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/06/20140623.mp3,,Master/2014/06/2014-06-27__S2014E025__june-23-2014-podcast.mp3,,
2014,26,2014-07-01,rss,,"June 30, 2014 Podcast",confirmed,june-30-2014-podcast-30588e0cb8,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/07/20140630.mp3,2014/20140630.mp3,Master/2014/07/2014-07-01__S2014E026__june-30-2014-podcast.mp3,,
2014,27,2014-07-08,rss,,"July 7, 2014 Podcast",confirmed,july-7-2014-podcast-56bbbd54a4,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/07/20140707.mp3,2014/20140707.mp3,Master/2014/07/2014-07-08__S2014E027__july-7-2014-podcast.mp3,,
2014,28,2014-07-20,file-modified-year+filename+year-folder,,,local-only,,local,2014/20140720 (2016_10_07 00_26_59 UTC).mp3,2014/20140720 (2016_10_07 00_26_59 UTC).mp3,Master/2014/07/2014-07-20__S2014E028__episode.mp3,Title missing from embedded metadata,
2014,29,2014-07-21,rss,,"July 14, 2014 Podcast",rss-only,july-14-2014-podcast-14585f5ede,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/07/20140720.mp3,,Master/2014/07/2014-07-21__S2014E029__july-14-2014-podcast.mp3,,
2014,30,2014-07-22,rss,,"July 21, 2014 Podcast",confirmed,july-21-2014-podcast-b08a7dfc28,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/07/20140721.mp3,,Master/2014/07/2014-07-22__S2014E030__july-21-2014-podcast.mp3,,
2014,31,2014-08-04,file-modified-year+filename+year-folder,,,local-only,,local,2014/20140804 (2016_10_07 00_26_59 UTC) (1).mp3,2014/20140804 (2016_10_07 00_26_59 UTC) (1).mp3,Master/2014/08/2014-08-04__S2014E031__episode.mp3,Title missing from embedded metadata,
2014,32,2014-08-04,embedded-title+file-modified-year+filename+year-folder,,"August 4, 2014 Podcast",local-only,,local,2014/20140804Podcast (2016_10_07 00_26_59 UTC).mp3,2014/20140804Podcast (2016_10_07 00_26_59 UTC).mp3,Master/2014/08/2014-08-04__S2014E032__august-4-2014-podcast.mp3,,
2014,33,2014-08-08,rss,,Silversyde,rss-only,silversyde-8cf4b73e01,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/08/20140804Podcast.mp3,,Master/2014/08/2014-08-08__S2014E033__silversyde.mp3,,
2014,34,2014-08-26,rss,,"August 11, 2014 Podcast",confirmed,august-11-2014-podcast-f0f6dfdf66,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/08/20140811.mp3,2014/20140811.mp3,Master/2014/08/2014-08-26__S2014E034__august-11-2014-podcast.mp3,,
2014,35,2014-08-26,rss,,"August 18, 2014 Podcast",confirmed,august-18-2014-podcast-04449c3c97,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/08/20140818.mp3,2014/20140818.mp3,Master/2014/08/2014-08-26__S2014E035__august-18-2014-podcast.mp3,,
2014,36,2014-08-26,rss,,"August 25, 2014 Podcast",confirmed,august-25-2014-podcast-f5787b2469,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/08/20140825.mp3,2014/20140825.mp3,Master/2014/08/2014-08-26__S2014E036__august-25-2014-podcast.mp3,,
2014,37,2014-09-17,rss,,"September 15, 2014 Podcast",confirmed,september-15-2014-podcast-1c278d685b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/09/20140916.mp3,2014/20140916.mp3,Master/2014/09/2014-09-17__S2014E037__september-15-2014-podcast.mp3,,
2014,38,2014-09-30,rss,,"September 29, 2014 Podcast",rss-only,september-29-2014-podcast-fbe5f44e02,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/09/20140929.mp3,,Master/2014/09/2014-09-30__S2014E038__september-29-2014-podcast.mp3,,
2014,39,2014-10-14,rss,,"October 13, 2014 Podcast",confirmed,october-13-2014-podcast-6759322f14,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/10/20141013.mp3,2014/20141013.mp3,Master/2014/10/2014-10-14__S2014E039__october-13-2014-podcast.mp3,,
2014,40,2014-10-22,rss,,"October 20, 2014 Podcast",rss-only,october-20-2014-podcast-793787d574,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/10/20141020mp3.mp3,,Master/2014/10/2014-10-22__S2014E040__october-20-2014-podcast.mp3,,
