platform,media_id,title,publication_date,duration_seconds,url,candidate_disposition,matched_master_id,matched_master_date,match_score
youtube,Ydtsvmqk9oE,"Crystal Joy, Completely Yours",,5023,https://www.youtube.com/watch?v=Ydtsvmqk9oE,likely-existing-episode-or-supporting-source,ep-029-4ef2c80abd,2017-10-22,1.0
youtube,-Yv7JIxed64,Cults May Be Wonderful,,5672,https://www.youtube.com/watch?v=-Yv7JIxed64,likely-existing-episode-or-supporting-source,ep-013-40bb7e1d1a,2022-05-25,1.0
youtube,qxZDxERiOBs,Cut and Colby-Jacked,,5143,https://www.youtube.com/watch?v=qxZDxERiOBs,likely-existing-episode-or-supporting-source,ep-014-d3ac6d46a0,2023-07-06,1.0
youtube,dJh2l2Nq90Q,Dad takes baseball bat to teacher - What would you do?,,617,https://www.youtube.com/watch?v=dJh2l2Nq90Q,supporting-clip-needs-episode-link,,,0.42
youtube,vWV-SDEw1fk,Damaging Effects of Inappropriate Content on Teens,,67,https://www.youtube.com/watch?v=vWV-SDEw1fk,supporting-clip-needs-episode-link,,,0.442
youtube,fCJEcrOyrR8,Dan's Perm vs. Worshiper of the Week.,,348,https://www.youtube.com/watch?v=fCJEcrOyrR8,supporting-clip-needs-episode-link,,,0.548
youtube,oLBgxUdfOSw,Dappy's Hashtag Tattoo Fail,,265,https://www.youtube.com/watch?v=oLBgxUdfOSw,supporting-clip-needs-episode-link,,,0.435
youtube,elRDGsaRJ4g,Dead dudes walking,,152,https://www.youtube.com/watch?v=elRDGsaRJ4g,supporting-clip-needs-episode-link,,,0.478
youtube,Mgky2fUEoaY,Dear LFTP: Can I Use The Toilet As A Sink?,,220,https://www.youtube.com/watch?v=Mgky2fUEoaY,supporting-clip-needs-episode-link,,,0.469
youtube,OGQ7mOjG67g,Dear LFTP: I Don't Want My Fella To Wear Hats,,341,https://www.youtube.com/watch?v=OGQ7mOjG67g,supporting-clip-needs-episode-link,,,0.548
youtube,XPjU5pAcfvQ,Dear LFTP: I'm Cancelling Christmas,,499,https://www.youtube.com/watch?v=XPjU5pAcfvQ,supporting-clip-needs-episode-link,,,0.52
youtube,nLhIhT9-Xto,Dear LFTP: I'm a Recovering Addict and My Friends Have Abandoned Me,,664,https://www.youtube.com/watch?v=nLhIhT9-Xto,supporting-clip-needs-episode-link,,,0.392
youtube,ZSnIpIpeVX4,Dear LFTP: My Friends Steal My Oven,,359,https://www.youtube.com/watch?v=ZSnIpIpeVX4,supporting-clip-needs-episode-link,,,0.453
youtube,JVfkgP2fdII,"Dear LFTP: My Future Son-In-Law is Crossing the Line, What Should I Do?",,381,https://www.youtube.com/watch?v=JVfkgP2fdII,supporting-clip-needs-episode-link,,,0.42
youtube,-ql-c90naXg,Dear LFTP: My Wife Took A Picture of My Mom's Bathroom,,359,https://www.youtube.com/watch?v=-ql-c90naXg,supporting-clip-needs-episode-link,,,0.361
youtube,lXbpwP538s0,Dear LFTP: Possibly Our Most Unhelpful Advice Ever,,328,https://www.youtube.com/watch?v=lXbpwP538s0,supporting-clip-needs-episode-link,,,0.442
youtube,OQjLeBD3rgA,Dear LFTP: Should I Marry A Dude Who Doesn't Brush His Teeth?,,1093,https://www.youtube.com/watch?v=OQjLeBD3rgA,supporting-clip-needs-episode-link,,,0.415
youtube,k3bcnicFrHY,Dear LFTP: What How do I Handle My girlfriend Who Dumped Me Because I Didn't Walk Her Dog?,,522,https://www.youtube.com/watch?v=k3bcnicFrHY,supporting-clip-needs-episode-link,,,0.377
youtube,GTHgwL3U1fg,Dear LFTP: Wife Won't Dress Up for Sexy Fun Time,,442,https://www.youtube.com/watch?v=GTHgwL3U1fg,supporting-clip-needs-episode-link,,,0.451
youtube,aNrHP69WYck,Dear LFTP: Wife and I Can't Work Together,,277,https://www.youtube.com/watch?v=aNrHP69WYck,supporting-clip-needs-episode-link,,,0.448
youtube,6DGxBNga880,Dear Live From The Path: Do I Have To Take My Shoes Off In My Kid's House?,,444,https://www.youtube.com/watch?v=6DGxBNga880,supporting-clip-needs-episode-link,,,0.396
youtube,jOD7nlv9nrM,DearLFTP   Cruise Doesnt Mean Ill Bring Stuff Back,,385,https://www.youtube.com/watch?v=jOD7nlv9nrM,supporting-clip-needs-episode-link,,,0.412
youtube,cUdFLOmyyWs,"Denominations, Living Simply, Walking in Strength, and Real Church.",,584,https://www.youtube.com/watch?v=cUdFLOmyyWs,supporting-clip-needs-episode-link,,,0.393
youtube,d4-hrfy6TPw,Did you just say Ovalpeckterdunkin?,,33,https://www.youtube.com/watch?v=d4-hrfy6TPw,supporting-clip-needs-episode-link,,,0.433
youtube,BxE9a-MeqZg,DignitySky.mp4,,224,https://www.youtube.com/watch?v=BxE9a-MeqZg,supporting-clip-needs-episode-link,,,0.412
youtube,HpaFuOp-dU8,Discipleship IS Evangelism,,60,https://www.youtube.com/watch?v=HpaFuOp-dU8,supporting-clip-needs-episode-link,,,0.558
youtube,FPtAEuCLLDA,Discover Hope 5:17,,6014,https://www.youtube.com/watch?v=FPtAEuCLLDA,likely-existing-episode-or-supporting-source,ep-024-ae948b33b4,2017-08-21,1.0
youtube,9QMGlKzh9oo,Discover Hope 5:17 | The First Step To Recovery,,243,https://www.youtube.com/watch?v=9QMGlKzh9oo,supporting-clip-needs-episode-link,,,0.571
youtube,CMDW3u_57jQ,Discover Hope 5:17: Starting Out and True Restoration,,358,https://www.youtube.com/watch?v=CMDW3u_57jQ,supporting-clip-needs-episode-link,,,0.514
youtube,DoIi3RMMhG4,Discovering Strength in Weakness: A Biblical Perspective,,83,https://www.youtube.com/watch?v=DoIi3RMMhG4,supporting-clip-needs-episode-link,,,0.425
youtube,dCS6voqT4Ag,Discovering the True Meaning of Fearing God: Embracing His Holiness and Righteousness,,126,https://www.youtube.com/watch?v=dCS6voqT4Ag,supporting-clip-needs-episode-link,,,0.375
youtube,lOVoS-FhG84,Divine Actions: Early Church's Surprising Truths Revealed!,,67,https://www.youtube.com/watch?v=lOVoS-FhG84,supporting-clip-needs-episode-link,,,0.434
youtube,We1hhI_OGvw,Do All Things Really Work for the good for Christians?,,725,https://www.youtube.com/watch?v=We1hhI_OGvw,supporting-clip-needs-episode-link,,,0.453
youtube,rLboK5HIkCI,Do I Really Love God?,,723,https://www.youtube.com/watch?v=rLboK5HIkCI,supporting-clip-needs-episode-link,,,0.481
youtube,0vBusyBCaxY,"Do Something With Your Life, Gordon",,6189,https://www.youtube.com/watch?v=0vBusyBCaxY,likely-existing-episode-or-supporting-source,ep-020-8e23ff96f3,2022-08-29,1.0
youtube,bFwrLsggarY,Do You Hear What I Hear,,5063,https://www.youtube.com/watch?v=bFwrLsggarY,likely-existing-episode-or-supporting-source,ep-017-f25b1a94eb,2026-06-16,1.0
youtube,5R343s9bKCo,Do You Know Him? - Saved on Sunday,,313,https://www.youtube.com/watch?v=5R343s9bKCo,supporting-clip-needs-episode-link,,,0.48
youtube,jANWB0I3CoM,Does God Really Want me to Prosper?,,379,https://www.youtube.com/watch?v=jANWB0I3CoM,supporting-clip-needs-episode-link,,,0.508
youtube,Kla5HgOprzM,Does God really have to give us EVERYTHING we ask for?,,224,https://www.youtube.com/watch?v=Kla5HgOprzM,supporting-clip-needs-episode-link,,,0.394
youtube,l8wW475Op2E,Dog Video Goes Viral,,258,https://www.youtube.com/watch?v=l8wW475Op2E,supporting-clip-needs-episode-link,,,0.514
youtube,gmkcu8LxyaU,Don't Make Your Worship Style An Idol,,56,https://www.youtube.com/watch?v=gmkcu8LxyaU,supporting-clip-needs-episode-link,,,0.561
youtube,9eEQtVFgwTU,"Donald Trump, Egos, Church Giving and Plaques",,276,https://www.youtube.com/watch?v=9eEQtVFgwTU,supporting-clip-needs-episode-link,,,0.475
youtube,PWPSXyxZqlM,Donkeys,,137,https://www.youtube.com/watch?v=PWPSXyxZqlM,supporting-clip-needs-episode-link,,,0.5
youtube,q-8GZ4SR5E0,"Don’t Spit On Folk, Among Other Wisdom",,4630,https://www.youtube.com/watch?v=q-8GZ4SR5E0,likely-existing-episode-or-supporting-source,ep-002-f33dbb81fb,2022-02-07,1.0
youtube,SG6WWbZgxs4,Double J   Freestyle,,85,https://www.youtube.com/watch?v=SG6WWbZgxs4,supporting-clip-needs-episode-link,,,0.471
youtube,K-5Hgkj6oSk,Double J - Breathe,,283,https://www.youtube.com/watch?v=K-5Hgkj6oSk,supporting-clip-needs-episode-link,,,0.5
youtube,n-lAVnqmW_k,Double J - City Lights,,244,https://www.youtube.com/watch?v=n-lAVnqmW_k,supporting-clip-needs-episode-link,,,0.5
youtube,XFdsUqdeU_c,Double J - Energy,,256,https://www.youtube.com/watch?v=XFdsUqdeU_c,supporting-clip-needs-episode-link,,,0.467
youtube,2_m8Oq6fsfE,Double J - Generation @ War,,258,https://www.youtube.com/watch?v=2_m8Oq6fsfE,supporting-clip-needs-episode-link,,,0.478
youtube,-AW6YxpxQII,Double J - Let The Beat Rock,,227,https://www.youtube.com/watch?v=-AW6YxpxQII,supporting-clip-needs-episode-link,,,0.455
youtube,jrxCFzcu8eQ,Double J - Limitless,,266,https://www.youtube.com/watch?v=jrxCFzcu8eQ,supporting-clip-needs-episode-link,,,0.5
youtube,v0dEruncufA,Double J - Memory,,254,https://www.youtube.com/watch?v=v0dEruncufA,supporting-clip-needs-episode-link,,,0.421
youtube,i4KgRU_c9l4,Driven 11 - Left Field,,264,https://www.youtube.com/watch?v=i4KgRU_c9l4,supporting-clip-needs-episode-link,,,0.414
youtube,i82za1Wli3c,Driven 11 - Passenger,,147,https://www.youtube.com/watch?v=i82za1Wli3c,supporting-clip-needs-episode-link,,,0.474
youtube,MLlod0feijk,Echo - Free,,264,https://www.youtube.com/watch?v=MLlod0feijk,supporting-clip-needs-episode-link,,,0.545
youtube,bwPvFH_Xq6A,Echo - Free (Live),,261,https://www.youtube.com/watch?v=bwPvFH_Xq6A,supporting-clip-needs-episode-link,,,0.483
youtube,fcniWhXY8Mo,Echo - The Youth,,256,https://www.youtube.com/watch?v=fcniWhXY8Mo,supporting-clip-needs-episode-link,,,0.692
youtube,3DFSkRz5yhs,Egypt Ali - Dear God,,238,https://www.youtube.com/watch?v=3DFSkRz5yhs,supporting-clip-needs-episode-link,,,0.571
youtube,zV_g2UpUrpE,Eight Women Christian Men Should Never Marry,,680,https://www.youtube.com/watch?v=zV_g2UpUrpE,supporting-clip-needs-episode-link,,,0.482
youtube,qMiG2n7hkxg,Ellen Shuts Down Twitter,,143,https://www.youtube.com/watch?v=qMiG2n7hkxg,supporting-clip-needs-episode-link,,,0.471
youtube,qleQr4L4j98,Embracing Introversion: How to Thrive in Social Settings,,124,https://www.youtube.com/watch?v=qleQr4L4j98,supporting-clip-needs-episode-link,,,0.458
youtube,faq6q6vRINs,"Emphasis | Accountability, Worship and Praying with Strangers",,6067,https://www.youtube.com/watch?v=faq6q6vRINs,likely-existing-episode-or-supporting-source,ep-022-095fa26626,2026-08-25,1.0
youtube,JM2XEKbRr1A,Empty Smith,,6689,https://www.youtube.com/watch?v=JM2XEKbRr1A,likely-existing-episode-or-supporting-source,ep-027-6376f4081e,2023-11-29,1.0
youtube,t451FR6HREc,End Of The World Game - 10.15.2012,,604,https://www.youtube.com/watch?v=t451FR6HREc,supporting-clip-needs-episode-link,,,0.475
youtube,8LdAd1XK3e8,End of the World Quiz with Bethany Joy Johnson,,452,https://www.youtube.com/watch?v=8LdAd1XK3e8,supporting-clip-needs-episode-link,,,0.453
youtube,5bGeP2ZLFzc,Enter The McCormick,,5345,https://www.youtube.com/watch?v=5bGeP2ZLFzc,likely-existing-episode-or-supporting-source,ep-014-1488ae5d70,2024-05-28,1.0
youtube,IqW5cdE8xEk,Enter the McCormick II,,5348,https://www.youtube.com/watch?v=IqW5cdE8xEk,likely-existing-episode-or-supporting-source,ep-013-af95cf7e91,2025-06-24,1.0
youtube,aKQG4a_U9xU,Expanding Your Plausible Reality,,586,https://www.youtube.com/watch?v=aKQG4a_U9xU,supporting-clip-needs-episode-link,,,0.559
youtube,LZzuRTBKGEo,Eyeballs & Voting For Ghosts,,317,https://www.youtube.com/watch?v=LZzuRTBKGEo,supporting-clip-needs-episode-link,,,0.458
youtube,QuJkCG87qtI,Eyes Wide Open - Maker of the Stars,,205,https://www.youtube.com/watch?v=QuJkCG87qtI,supporting-clip-needs-episode-link,,,0.471
youtube,VNCDjFtV8fE,Eyes Wide Open - Rescue,,200,https://www.youtube.com/watch?v=VNCDjFtV8fE,supporting-clip-needs-episode-link,,,0.5
youtube,eIFNqqMVPC4,Face To Face - By Its Right Name,,265,https://www.youtube.com/watch?v=eIFNqqMVPC4,supporting-clip-needs-episode-link,,,0.451
youtube,Q1NgoU8GlWY,Fake Persecution and Tripping Millennials,,4390,https://www.youtube.com/watch?v=Q1NgoU8GlWY,likely-existing-episode-or-supporting-source,ep-024-3889be2247,2021-10-11,1.0
youtube,KLAqxXqItyU,False Teachers and Freeloaders,,5190,https://www.youtube.com/watch?v=KLAqxXqItyU,likely-existing-episode-or-supporting-source,ep-030-2c550e4621,2021-12-20,1.0
youtube,wbM0ZHdJZMU,Family Feuds over Paying for Bar Mitzvah,,599,https://www.youtube.com/watch?v=wbM0ZHdJZMU,supporting-clip-needs-episode-link,,,0.437
youtube,WU0jpOMsn3w,Fierce Grace,,205,https://www.youtube.com/watch?v=WU0jpOMsn3w,supporting-clip-needs-episode-link,,,0.519
youtube,ajlgwfKbWWg,Finding Relief from Stress,,329,https://www.youtube.com/watch?v=ajlgwfKbWWg,supporting-clip-needs-episode-link,,,0.531
youtube,r-4BtmMm7Ck,"Finding Sin, Missing God",,6492,https://www.youtube.com/watch?v=r-4BtmMm7Ck,likely-existing-episode-or-supporting-source,ep-022-c4ac1251cc,2022-09-18,1.0
youtube,5f1IWz0x-ek,"First Death, Then Resurrection",,5290,https://www.youtube.com/watch?v=5f1IWz0x-ek,likely-existing-episode-or-supporting-source,ep-013-24b57e7021,2024-05-07,1.0
youtube,tVzXXJjypzA,Flat Stanley Joins Us On Live From The Path,,116,https://www.youtube.com/watch?v=tVzXXJjypzA,supporting-clip-needs-episode-link,,,0.5
youtube,QNgod0Fxvqw,Folk Ain’t Happy,,6281,https://www.youtube.com/watch?v=QNgod0Fxvqw,likely-existing-episode-or-supporting-source,ep-003-e514a5a37b,2024-02-06,1.0
youtube,JjlXBF5fOAo,Following the News,,3564,https://www.youtube.com/watch?v=JjlXBF5fOAo,likely-existing-episode-or-supporting-source,ep-001-e6395023a7,2018-01-17,1.0
youtube,hu090yMAwkE,For God or With God,,4805,https://www.youtube.com/watch?v=hu090yMAwkE,likely-existing-episode-or-supporting-source,ep-031-476fa2ebed,2024-11-19,1.0
youtube,Cu8vxKifGrk,Foreverlin | Broken Lines,,173,https://www.youtube.com/watch?v=Cu8vxKifGrk,supporting-clip-needs-episode-link,,,0.537
youtube,oQNqnD29Hpg,Foreverlin | Sanguine,,228,https://www.youtube.com/watch?v=oQNqnD29Hpg,supporting-clip-needs-episode-link,,,0.474
youtube,EvfYNyFffQQ,Foreverlin | Speak,,239,https://www.youtube.com/watch?v=EvfYNyFffQQ,supporting-clip-needs-episode-link,,,0.514
youtube,w2ltNUyj5OU,Fresh Perspectives,,4140,https://www.youtube.com/watch?v=w2ltNUyj5OU,likely-existing-episode-or-supporting-source,ep-025-873766838a,2021-10-28,1.0
youtube,X8VlgCOs9bQ,From Hopelessness to Faith,,61,https://www.youtube.com/watch?v=X8VlgCOs9bQ,supporting-clip-needs-episode-link,,,0.533
youtube,yERj1dV2Tr8,From Rib to Reality,,3098,https://www.youtube.com/watch?v=yERj1dV2Tr8,likely-existing-episode-or-supporting-source,ep-020-3033040430,2017-06-20,1.0
youtube,H8ixsDupJuE,Gentle Advice From Live From The Path,,293,https://www.youtube.com/watch?v=H8ixsDupJuE,supporting-clip-needs-episode-link,,,0.552
youtube,sMZx_cNd_sM,Get A Dog,,5832,https://www.youtube.com/watch?v=sMZx_cNd_sM,likely-existing-episode-or-supporting-source,ep-027-fdb52ff883,2025-12-23,1.0
youtube,k-yJVjKyujg,Getting Kids to Stick With Jesus,,5251,https://www.youtube.com/watch?v=k-yJVjKyujg,likely-existing-episode-or-supporting-source,ep-010-cf9f135ea8,2022-04-26,1.0
youtube,Mg9JJcIDHCE,Go Fund Thee,,4718,https://www.youtube.com/watch?v=Mg9JJcIDHCE,likely-existing-episode-or-supporting-source,ep-027-326fe7ac8e,2021-11-20,1.0
youtube,LQJ9jW9AlwA,God Is There - Chandra Knudsen,,225,https://www.youtube.com/watch?v=LQJ9jW9AlwA,supporting-clip-needs-episode-link,,,0.483
youtube,1bPWYynkIKE,God May Not Want You To Help Everybody,,60,https://www.youtube.com/watch?v=1bPWYynkIKE,supporting-clip-needs-episode-link,,,0.472
youtube,rxrAM_rUKX8,"God's Lookin' At You, Kid (You Hipster)",,713,https://www.youtube.com/watch?v=rxrAM_rUKX8,supporting-clip-needs-episode-link,,,0.464
youtube,i0iml1pi1uI,Good News Changes the World: Health Care,,6300,https://www.youtube.com/watch?v=i0iml1pi1uI,likely-existing-episode-or-supporting-source,ep-030-13cac210e1,2017-10-24,1.0
youtube,92aL2PQbGYE,Good News of Narrow Focus,,3965,https://www.youtube.com/watch?v=92aL2PQbGYE,likely-existing-episode-or-supporting-source,ep-029-fb2becc8a8,2021-12-08,1.0
youtube,yMHTGLxkPiw,Got You Under My Skin,,5025,https://www.youtube.com/watch?v=yMHTGLxkPiw,likely-existing-episode-or-supporting-source,ep-022-7eb1bcee42,2017-07-25,1.0
youtube,2K6Pvw93FYM,Grace,,570,https://www.youtube.com/watch?v=2K6Pvw93FYM,supporting-clip-needs-episode-link,,,0.5
youtube,EpehIILkw-Y,Grace Like A Free Car,,182,https://www.youtube.com/watch?v=EpehIILkw-Y,supporting-clip-needs-episode-link,,,0.5
youtube,Z4RhliJQtXY,Graham crackers for gays?,,285,https://www.youtube.com/watch?v=Z4RhliJQtXY,supporting-clip-needs-episode-link,,,0.444
youtube,b9yc8Nu8VRY,Great and Glorious - Now Serving 7,,230,https://www.youtube.com/watch?v=b9yc8Nu8VRY,supporting-clip-needs-episode-link,,,0.5
youtube,J_j76WtnMIk,Greatest Christmas Album Ever!,,215,https://www.youtube.com/watch?v=J_j76WtnMIk,supporting-clip-needs-episode-link,,,0.571
youtube,jPVGSvC8XPs,Guppies and Pumpkins,,3390,https://www.youtube.com/watch?v=jPVGSvC8XPs,likely-existing-episode-or-supporting-source,ep-018-6dd8275e8e,2017-06-06,1.0
youtube,aJAMlHbaUwk,Guy Man Dude,,5799,https://www.youtube.com/watch?v=aJAMlHbaUwk,likely-existing-episode-or-supporting-source,ep-025-334d8aefe8,2023-11-08,1.0
youtube,7TwVs_z9F-I,Guy Man Dude (II),,2853,https://www.youtube.com/watch?v=7TwVs_z9F-I,likely-existing-episode-or-supporting-source,ep-025-334d8aefe8,2023-11-08,0.889
youtube,sFqkA7q5NIo,Guy Man Dude | 2023 Episode 25 Part 1,,2970,https://www.youtube.com/watch?v=sFqkA7q5NIo,likely-existing-episode-or-supporting-source,ep-025-334d8aefe8,2023-11-08,1.0
youtube,NoFPtkqWkUE,Halloween Club Fails: When Costumes Go Wrong,,88,https://www.youtube.com/watch?v=NoFPtkqWkUE,supporting-clip-needs-episode-link,,,0.388
youtube,FfJ61F8N6r0,Handshakes and Wrongness,,5340,https://www.youtube.com/watch?v=FfJ61F8N6r0,likely-existing-episode-or-supporting-source,ep-008-c9f8c18254,2024-03-26,1.0
youtube,Y-DxV7zjcVA,Handshakes and Wrongness | 2024 Episode 08,,5340,https://www.youtube.com/watch?v=Y-DxV7zjcVA,likely-existing-episode-or-supporting-source,ep-008-c9f8c18254,2024-03-26,1.0
youtube,rMBtYMU2eXQ,Happy Birthday,,23,https://www.youtube.com/watch?v=rMBtYMU2eXQ,supporting-clip-needs-episode-link,,,0.519
youtube,phb1t1c5x1U,He Gets Us Ad: Salty Christian Reaction to Images of Peace,,62,https://www.youtube.com/watch?v=phb1t1c5x1U,supporting-clip-needs-episode-link,,,0.417
youtube,ZWN9z8tZsh8,He Gets Us...Again,,4491,https://www.youtube.com/watch?v=ZWN9z8tZsh8,likely-existing-episode-or-supporting-source,ep-004-5c80346641,2024-02-20,1.0
youtube,lP6QTC7kkJk,He Gets Us…Again,,4490,https://www.youtube.com/watch?v=lP6QTC7kkJk,likely-existing-episode-or-supporting-source,ep-004-5c80346641,2024-02-20,1.0
youtube,303jb5Yg5Aw,He did WHAT?!?!?,,376,https://www.youtube.com/watch?v=303jb5Yg5Aw,supporting-clip-needs-episode-link,,,0.5
youtube,hdjLMlB3dfE,Headed to Mars,,262,https://www.youtube.com/watch?v=hdjLMlB3dfE,supporting-clip-needs-episode-link,,,0.571
youtube,i1EpeiFtaW0,Heartfelt Heresy,,3240,https://www.youtube.com/watch?v=i1EpeiFtaW0,likely-existing-episode-or-supporting-source,ep-026-df1b1151e7,2025-12-09,1.0
youtube,RDHhxcOODcs,Help!  I'm in love with another Man!,,258,https://www.youtube.com/watch?v=RDHhxcOODcs,supporting-clip-needs-episode-link,,,0.5
youtube,9TN8s9U7n_Y,Help!  My Daughter Wants me to Buy My Ex-Wife  a Gift!,,512,https://www.youtube.com/watch?v=9TN8s9U7n_Y,supporting-clip-needs-episode-link,,,0.405
youtube,_rdcA9PpU8Y,Help!  My Son's Girlfriend is Sending Inappropriate Photos!,,343,https://www.youtube.com/watch?v=_rdcA9PpU8Y,supporting-clip-needs-episode-link,,,0.396
youtube,tZkWGioZcHw,"Help!  My Wife Has ""Booty Call"" Panties",,325,https://www.youtube.com/watch?v=tZkWGioZcHw,supporting-clip-needs-episode-link,,,0.462
youtube,QLgBvHQZqew,Help! My Son is Out of Control!,,406,https://www.youtube.com/watch?v=QLgBvHQZqew,supporting-clip-needs-episode-link,,,0.478
youtube,KPxX25Bnz7c,Hevel - Psalm 13 (Live),,179,https://www.youtube.com/watch?v=KPxX25Bnz7c,supporting-clip-needs-episode-link,,,0.476
youtube,ERmQzHU_GMg,Hey Preacher; Stop telling Sex Jokes at Weddings!,,104,https://www.youtube.com/watch?v=ERmQzHU_GMg,supporting-clip-needs-episode-link,,,0.436
youtube,v079JzrKqhg,Hippo Valley PTA,,5293,https://www.youtube.com/watch?v=v079JzrKqhg,likely-existing-episode-or-supporting-source,ep-023-a73cd6f7a7,2017-08-21,1.0
youtube,izXvKky_YH8,Hobby Lobby Wins Supreme Court Case,,512,https://www.youtube.com/watch?v=izXvKky_YH8,supporting-clip-needs-episode-link,,,0.433
youtube,o_-Hlq7iXAg,"House Cat Attacks Baby, Traps Owners in Room",,319,https://www.youtube.com/watch?v=o_-Hlq7iXAg,supporting-clip-needs-episode-link,,,0.475
youtube,3FPB2WKyn3U,House Church Trouble in Olympic China,,4774,https://www.youtube.com/watch?v=3FPB2WKyn3U,likely-existing-episode-or-supporting-source,ep-004-520b10a65f,2022-03-03,1.0
youtube,kyQy3CkDEJI,How God Leads and Where Humans Often Get It Wrong,,62,https://www.youtube.com/watch?v=kyQy3CkDEJI,supporting-clip-needs-episode-link,,,0.453
youtube,DI3w5yJR9RA,"How Good News Changes the World, Even For Sex Trafficking Victims",,254,https://www.youtube.com/watch?v=DI3w5yJR9RA,supporting-clip-needs-episode-link,,,0.583
youtube,XdSpZtG8DLI,How To Be A Manly Man 1,,474,https://www.youtube.com/watch?v=XdSpZtG8DLI,supporting-clip-needs-episode-link,,,0.489
youtube,3vUwc9FjCK8,How To Love God Without Crying,,511,https://www.youtube.com/watch?v=3vUwc9FjCK8,supporting-clip-needs-episode-link,,,0.469
youtube,E4e2qnZC0tM,How can I Keep from Being a Trophy Husband?,,87,https://www.youtube.com/watch?v=E4e2qnZC0tM,supporting-clip-needs-episode-link,,,0.434
youtube,8MvQYDIue8o,How do I know if a Bible promise is for me?,,427,https://www.youtube.com/watch?v=8MvQYDIue8o,supporting-clip-needs-episode-link,,,0.412
youtube,leMwV8bg_68,How to Give Godly Advice,,387,https://www.youtube.com/watch?v=leMwV8bg_68,supporting-clip-needs-episode-link,,,0.455
youtube,14rxcWZ-4oM,How to Maximize Your Prayer Life for Deeper Connection with God,,116,https://www.youtube.com/watch?v=14rxcWZ-4oM,supporting-clip-needs-episode-link,,,0.433
youtube,47j48VEi1FU,How to Pray Personally and Specifically to God | Enhancing Your Relationship with Him,,103,https://www.youtube.com/watch?v=47j48VEi1FU,supporting-clip-needs-episode-link,,,0.365
youtube,8sx9fuKv7P0,How to read your Bible,,66,https://www.youtube.com/watch?v=8sx9fuKv7P0,supporting-clip-needs-episode-link,,,0.524
youtube,XTjvCTn5-kE,Hypocrites,,584,https://www.youtube.com/watch?v=XTjvCTn5-kE,supporting-clip-needs-episode-link,,,0.8
youtube,OZYsUVwVvQQ,I Will Arise,,250,https://www.youtube.com/watch?v=OZYsUVwVvQQ,supporting-clip-needs-episode-link,,,0.545
youtube,uo1MgedHWDI,I Will Not Be Shaken - On This Rock,,217,https://www.youtube.com/watch?v=uo1MgedHWDI,supporting-clip-needs-episode-link,,,0.448
youtube,7T5Xb0UKp8k,I'm A Man | Jeff Arrandale on Live From The Path,,292,https://www.youtube.com/watch?v=7T5Xb0UKp8k,supporting-clip-needs-episode-link,,,0.5
youtube,f_W04rqBSuY,"I'm a sinner, so why even try?",,310,https://www.youtube.com/watch?v=f_W04rqBSuY,supporting-clip-needs-episode-link,,,0.473
youtube,u0c811pqoRw,"If God regrew your missing toes, would you tell people?",,56,https://www.youtube.com/watch?v=u0c811pqoRw,supporting-clip-needs-episode-link,,,0.413
youtube,ClsLdEwHIG4,"If your accountability man clicks on FB ads, get a new one",,56,https://www.youtube.com/watch?v=ClsLdEwHIG4,supporting-clip-needs-episode-link,,,0.435
youtube,nSzYlOTXd4s,Interivew with John Schlitt,,906,https://www.youtube.com/watch?v=nSzYlOTXd4s,supporting-clip-needs-episode-link,,,0.679
youtube,ujnD6eWk_rI,Interview - Ruth with Life Care Pregnancy Center,,572,https://www.youtube.com/watch?v=ujnD6eWk_rI,supporting-clip-needs-episode-link,,,0.568
youtube,FR2DbSU6jmY,"Interview Excerpt: Nate Beaird with Merry Christmas, Nate",,388,https://www.youtube.com/watch?v=FR2DbSU6jmY,supporting-clip-needs-episode-link,,,0.5
youtube,7DUAgsToxhg,Interview with Steve Pinkley,,604,https://www.youtube.com/watch?v=7DUAgsToxhg,supporting-clip-needs-episode-link,,,0.72
youtube,CyD5_I3tJnU,"Interview: Egypt Ali and her album ""Cathedrals""",,1826,https://www.youtube.com/watch?v=CyD5_I3tJnU,long-form-needs-date-reconciliation,,,0.5
youtube,EdB2rQIUw-E,Is It Enough | 2023 Episode 02,,4645,https://www.youtube.com/watch?v=EdB2rQIUw-E,likely-existing-episode-or-supporting-source,,2023-01-23,1.0
youtube,87fjrK9fWGs,Is It Enough?,,56,https://www.youtube.com/watch?v=87fjrK9fWGs,likely-existing-episode-or-supporting-source,ep-002-da06aed69a,2023-01-25,1.0
youtube,7ZAJ0n-4M3I,Is It Enough?,,4641,https://www.youtube.com/watch?v=7ZAJ0n-4M3I,likely-existing-episode-or-supporting-source,ep-002-da06aed69a,2023-01-25,1.0
youtube,ABw5xkE9ecw,Is Social Media Dangerous for some People?,,195,https://www.youtube.com/watch?v=ABw5xkE9ecw,supporting-clip-needs-episode-link,,,0.431
youtube,N7lZDoQQtVU,Is This Love? Game w/ Crystal Joy - 2017/10/16,,1059,https://www.youtube.com/watch?v=N7lZDoQQtVU,supporting-clip-needs-episode-link,,,0.41
youtube,z6thGZ3iazQ,Is the Blood Moon a Sign of the End of the World?,,356,https://www.youtube.com/watch?v=z6thGZ3iazQ,supporting-clip-needs-episode-link,,,0.56
